"Condition","Post_Text","Image_Filename","Blog_URL","Status"
"Shoulder Impingement EN","Shoulder impingement isn't really a shoulder problem — it's a shoulder symptom.

The rotator cuff tendons get pinched when the humeral head rides too high in the glenoid socket. What determines the height of the humeral head? The clavicle, the scapula, the cervical spine, the first rib, and ultimately the position of the entire upper body.

Forward head posture alone — common in desk workers — protracts the scapula, rotates the clavicle downward, and guarantees that every overhead motion will impinge the supraspinatus.

The standard treatment of cortisone injections and physical therapy addresses the inflammation and strengthens the cuff, but if the postural mechanics aren't corrected, the impingement returns.

SOT evaluation of the cervicothoracic junction, first rib, scapular position, and cranial contribution to posture often resolves ""impingement"" that hasn't responded to other care.","shoulder-impingement.jpg","https://puravidablog.vercel.app/","Ready"
"Niños ADHD ES","El TDAH no es una sola enfermedad — es una descripción de un grupo de síntomas: inatención, hiperactividad, impulsividad. Los síntomas pueden venir de muchas causas, y la mecánica craneal es una que rara vez se examina.

La circulación del líquido cefalorraquídeo afecta directamente la función del lóbulo frontal, la zona del cerebro responsable de la atención y el control de impulsos. Cuando el flujo está comprometido por restricciones craneales — frecuentemente originadas en el parto — la función frontal sufre.

Los niños con TDAH a menudo muestran patrones consistentes en el examen craneosacral: restricción occipital, asimetría del temporal y compresión sutil del esfenoides.

La Craniopatía SOT pediátrica no ""cura"" el TDAH, pero muchos padres reportan mejoras notables en concentración, sueño y regulación emocional después de varias semanas de corrección. Frecuentemente es la pieza que faltaba en un plan integral.","adhd.jpg","https://puravidablog.vercel.app/","Ready"
"Frozen Shoulder EN","Frozen shoulder (adhesive capsulitis) is one of the most misunderstood conditions in orthopedics. The capsule surrounding the shoulder joint contracts and thickens, dramatically limiting motion — especially external rotation.

Conventional treatment offers physical therapy, cortisone, hydrodilation, and eventually manipulation under anesthesia. It typically takes 18–36 months to resolve.

What's less discussed: frozen shoulder has a strong autonomic component. It's more common in people with diabetes, thyroid dysfunction, and prolonged emotional stress. The stellate ganglion and the upper thoracic sympathetic chain play a central role in the pathology.

This is where CMRT becomes invaluable. Addressing T1-T4 along with the cervical-thoracic junction and the relevant cranial correction can shift the autonomic tone, reduce the inflammatory cycle, and accelerate resolution well beyond what manual capsular work alone can achieve.","rotator-cuff.jpg","https://puravidablog.vercel.app/","Ready"
"Pinched Nerve Truth ES","""Nervio pinzado"" es un término que se usa demasiado — pero rara vez describe lo que realmente pasa. Los nervios no se ""pinzan"" como un cable. Lo que ocurre es más sutil y más tratable.

El nervio puede estar: (1) comprimido mecánicamente por un disco, (2) irritado químicamente por inflamación local, (3) tensado por una cadena miofascial acortada, o (4) privado de riego sanguíneo por una vasoconstricción autonómica crónica.

Cada mecanismo requiere un enfoque diferente. Un ajuste estructural resuelve la compresión mecánica. El trabajo de tejidos blandos y el CMRT abordan la inflamación y la tensión. La corrección craneosacral regula el tono autonómico.

Por eso un solo tratamiento rara vez soluciona un nervio ""pinzado"" crónico — pero un abordaje multinivel casi siempre lo hace.","pinched-nerve.jpg","https://puravidablog.vercel.app/","Ready"
"Cranial TMJ EN","If you have TMJ pain, jaw clicking, or jaw locking, there's a high probability your cranial mechanics are involved. The temporomandibular joint sits at the intersection of six cranial bones, and each of them influences how the joint tracks and loads.

The temporal bone houses the socket (mandibular fossa) that the jaw fits into. If the temporal rotates — from whiplash, a fall, prolonged dental work, or chronic bruxism — the socket no longer sits symmetrically, and the jaw has no stable ""home"" to return to.

Bite splints try to compensate by creating an artificial stable surface. SOT Craniopathy addresses the root: it repositions the temporal, releases the sphenoid, and allows the TMJ to re-center on its own native track.

Many patients who've worn splints for years find that after a few cranial sessions, the splint becomes unnecessary — the jaw simply finds its place.","bruxism.jpg","https://puravidablog.vercel.app/","Ready"
"Reflujo Infantil ES","El reflujo infantil es tan común que muchos pediatras lo consideran ""normal"" y prescriben medicación supresora de ácido. Pero el reflujo persistente rara vez es aleatorio — casi siempre hay una causa mecánica detrás.

Las causas más frecuentes en bebés: compresión del nervio vago en el agujero yugular (por tensión occipital del parto), restricción del diafragma, disfunción de T5-T6 que afecta la inervación del esfínter esofágico, y posiciones de amamantamiento subóptimas.

La Craniopatía SOT pediátrica evalúa específicamente el occipucio y el agujero yugular. Cuando el nervio vago se libera, la función del esfínter esofágico se restaura y muchos bebés dejan de reflujar en días — sin medicación.

Si tu bebé tiene reflujo persistente, vale la pena investigar la mecánica antes de aceptar años de medicación.","reflux.jpg","https://puravidablog.vercel.app/","Ready"
"Text Neck EN","""Text neck"" is the modern epidemic nobody saw coming. The average human head weighs 10–12 pounds when balanced over the shoulders. For every inch the head drifts forward, the effective weight on the cervical spine doubles.

Looking at a phone typically positions the head 3–4 inches forward — which translates to 40–60 pounds of effective load on the neck, sustained for hours every day.

The predictable results: chronic neck and upper back pain, tension headaches, TMJ dysfunction, shoulder impingement, even thoracic outlet syndrome with arm tingling. In teenagers, the changes are showing up as cervical curve reversal on X-rays at ages 14–16.

SOT addresses text neck not just by adjusting the neck, but by correcting the entire postural chain: pelvis, thoracic spine, cervical curve, and cranial position. The short-term symptom and the long-term structural damage both need attention.","text-neck.jpg","https://puravidablog.vercel.app/","Ready"
"Alergias ES","Las alergias estacionales son un ejemplo clásico de disfunción autonómica. El sistema inmune reacciona exageradamente a estímulos normalmente inofensivos — polen, polvo, caspa — porque la regulación del sistema nervioso simpático está desajustada.

El control autonómico de las mucosas nasales y los senos paranasales viene principalmente de las vértebras cervicales superiores y de los huesos esfenoides y etmoides del cráneo. Si estas estructuras están restringidas, la respuesta inmune se vuelve reactiva en lugar de regulada.

El CMRT y la Craniopatía SOT trabajan juntos para normalizar esta regulación. Muchos pacientes con alergias crónicas reportan reducciones significativas después de varias semanas de corrección — y algunos dejan los antihistamínicos por completo.

No es magia. Es un sistema nervioso que finalmente regula apropiadamente el sistema inmunológico.","allergies.jpg","https://puravidablog.vercel.app/","Ready"
"Piriformis Syndrome EN","Piriformis syndrome mimics sciatica perfectly — pain from the buttock down the leg, worse with sitting — but the cause is completely different.

Instead of a disc compressing a nerve root, the piriformis muscle (deep in the buttock) spasms and traps the sciatic nerve as it passes underneath (or, in 15% of people, directly through) the muscle.

The distinction matters because disc treatment and piriformis treatment are almost opposite. Disc patients need to avoid hip flexion; piriformis patients need to actively mobilize the hip.

SOT tests for piriformis syndrome with specific orthopedic maneuvers — FAIR test, Pace's sign, active Piriformis stretch — and the correction involves pelvic block placement, specific soft tissue release of the piriformis, and often correction of the sacroiliac joint it attaches to.

Many ""failed sciatica"" cases turn out to be piriformis syndrome misdiagnosed for years.","piriformis.jpg","https://puravidablog.vercel.app/","Ready"
"Tendinitis Crónica ES","La tendinitis es una inflamación aguda de un tendón. Lo que muchas personas tienen en realidad es tendinosis — una degeneración crónica del tendón sin inflamación activa. Los dos requieren tratamientos completamente diferentes.

La tendinitis responde al hielo, antiinflamatorios y descanso corto. La tendinosis empeora con ese enfoque. Necesita carga progresiva, liberación miofascial, corrección biomecánica de la cadena cinética, y a menudo terapia con ondas de choque o láser Clase IV para estimular la reparación colágena.

Por eso un ""codo de tenista"" que no mejora en 6 semanas con reposo probablemente no sea tendinitis — es tendinosis, y el reposo la empeora.

El análisis SOT incluye la cadena completa desde el cuello hasta la mano, identificando las fuentes de carga asimétrica que siguen degradando el tendón. Corrige la mecánica, elimina la causa.","tendonitis.jpg","https://puravidablog.vercel.app/","Ready"
"Forward Head Posture EN","Forward head posture is the most common postural deviation in modern adults — and one of the most damaging.

The upper cervical spine (C0-C2) carries an enormous neurological burden: brainstem structures, vertebral arteries, and the roots of cranial nerves IX, X, and XI all pass through this region. Chronic mechanical stress here contributes to dizziness, vagal dysfunction, swallowing issues, and even cardiovascular irregularities.

The typical postural correction focuses on strengthening the deep neck flexors and stretching the chest. That's part of it. But without correcting the cranial base position and the thoracic kyphosis that's driving the head forward, the exercises produce limited results.

SOT addresses forward head posture as a whole-system problem: pelvic tilt, thoracic kyphosis, cervical curve, occipital-atlas relationship, and sphenoid rotation. Correct the chain, and the head returns to neutral naturally.","posture.jpg","https://puravidablog.vercel.app/","Ready"
"Ciática Piriforme ES","Muchos pacientes llegan con un diagnóstico de ""ciática"" que en realidad es síndrome del piriforme. Los síntomas se parecen — dolor en el glúteo que baja por la pierna — pero la fuente es totalmente diferente.

En la ciática clásica, el disco lumbar comprime la raíz nerviosa. En el síndrome del piriforme, el músculo piriforme (profundo en el glúteo) se contractura y atrapa al nervio ciático a su paso.

¿Cómo distinguir? El dolor del piriforme empeora al sentarse sobre superficies duras, al subir escaleras y al cruzar la pierna. El dolor discal empeora al toser, al estornudar y al inclinarse hacia adelante.

El tratamiento también difiere: el disco necesita descompresión y reposo de flexión; el piriforme necesita movimiento, estiramiento y liberación miofascial. Un diagnóstico impreciso lleva a meses de tratamiento equivocado.","piriformis.jpg","https://puravidablog.vercel.app/","Ready"
"Numbness Tingling EN","Numbness and tingling in the hands or feet is always a signal — the question is, from where?

The nerves that produce tingling travel long distances from the spinal cord to the fingertips or toes. Between those two points, the nerve can be compressed at several common sites: the cervical or lumbar spine, the scalenes or thoracic outlet, the piriformis or tarsal tunnel, and finally the carpal or tarsal tunnel at the wrist or ankle.

""Double crush"" and even ""triple crush"" patterns — where two or three compression points contribute simultaneously — are very common. Treating only one site leaves the symptom partially resolved and guarantees recurrence.

SOT evaluation tracks the nerve from spinal exit to extremity. When every compression point is identified and corrected, numbness that's persisted for years often resolves completely.","numbness-tingling.jpg","https://puravidablog.vercel.app/","Ready"
"Insomnio ES","El insomnio no es solo ""no poder dormir"". Existen diferentes tipos: insomnio de inicio (no puedes conciliar el sueño), insomnio de mantenimiento (te despiertas a las 3 AM), y sueño no restaurador (duermes pero no descansas).

Cada tipo apunta a un mecanismo diferente. El insomnio de inicio suele reflejar hiperactivación del sistema nervioso simpático. El de mantenimiento indica ciclos de cortisol alterados. El no restaurador frecuentemente está relacionado con el flujo craneal y del líquido cefalorraquídeo.

La Categoría I de SOT aborda específicamente el mecanismo craneosacral — el pump que mueve el líquido cefalorraquídeo alrededor del cerebro durante el sueño profundo. Cuando este pump no funciona bien, el sueño se vuelve superficial y no restaurador.

Muchos pacientes con insomnio crónico notan mejoras significativas después de corregir la mecánica craneal, incluso cuando años de medicación no habían ayudado.","insomnia.jpg","https://puravidablog.vercel.app/","Ready"
"Degenerative Disc EN","Degenerative disc disease is a misleading name. The discs aren't diseased — they're dehydrated. Intervertebral discs are 80% water at birth. By age 70, they're closer to 65%.

As discs lose water, they lose height. The vertebrae above and below come closer together, the facet joints take on unusual loading, and the foramen where the nerve exits narrows. Pain, stiffness, and occasional radicular symptoms follow.

Nothing can fully reverse disc dehydration. But the mechanical consequences can be minimized. SOT Category II and III protocols restore normal disc loading, reduce facet arthropathy, and maintain foraminal space.

CMRT addresses the inflammatory component by normalizing autonomic regulation. Cranial correction supports cerebrospinal fluid flow, which hydrates the disc's annular fibers through osmotic pressure.

The goal isn't to ""cure"" degeneration. It's to make sure the degeneration you have never becomes the disability you feared.","degenerative-disc.jpg","https://puravidablog.vercel.app/","Ready"
"Dolor Ciático ES","El nervio ciático es el más grande del cuerpo — del grosor de un pulgar en su origen. Cuando este nervio se irrita, el dolor puede extenderse desde la zona lumbar hasta el pie, a menudo con hormigueo, ardor o debilidad.

No todo dolor que baja por la pierna es ciática ""pura"". Puede venir de: hernia discal L4-L5 o L5-S1, estenosis foraminal, síndrome del piriforme, disfunción sacroilíaca, o atrapamiento del nervio cutáneo femoral.

Distinguir la causa es todo. La hernia empeora al sentarse; el piriforme empeora al caminar; la disfunción sacroilíaca empeora al rotar la pelvis.

SOT evalúa cada una de estas posibilidades antes de decidir el protocolo. Categoría III para el disco, técnicas de liberación del piriforme para el músculo, bloques pélvicos específicos para el sacroilíaco. El tratamiento correcto depende del diagnóstico correcto.","sciatica.jpg","https://puravidablog.vercel.app/","Ready"
"Cranial Post-Dental EN","One of the most under-recognized causes of chronic headaches, TMJ, and even vertigo is prolonged dental work. A two-hour dental appointment with the jaw forced open puts enormous stress on the temporal bones, the sphenoid, and the upper cervical spine.

Most of the time, the cranial system recovers on its own. But after: wisdom tooth extraction, long restorative procedures, orthodontic treatment, or dental trauma, the cranial bones can remain subtly jammed for months or years.

Symptoms that appear ""mysteriously"" in the weeks following extensive dental work are often cranial in origin: pressure headaches, jaw clicking, clogged ears, vertigo at certain head positions, and that unmistakable sense that ""something shifted"" since the dental appointment.

An SOT craniopath can evaluate and correct these patterns with contacts as light as the weight of a coin. The symptoms that ""came from nowhere"" often resolve equally quickly.","bruxism.jpg","https://puravidablog.vercel.app/","Ready"
"Vértigo Postural ES","El vértigo posicional paroxístico benigno (VPPB) es la causa más común de vértigo en adultos. Los episodios duran segundos a minutos y se desencadenan con movimientos específicos de la cabeza: acostarse, girar en la cama, mirar hacia arriba.

La causa mecánica: pequeños cristales de carbonato de calcio (otolitos) se desprenden del utrículo y migran a los canales semicirculares, donde perturban las señales de equilibrio.

Las maniobras de Epley o Semont reposicionan los cristales — pero solo funcionan correctamente si el hueso temporal (que contiene los canales) se mueve libremente.

La Craniopatía SOT evalúa el temporal, el occipucio y la articulación atlanto-occipital antes y después de la maniobra de reposicionamiento. Cuando la mecánica craneal es óptima, el VPPB se resuelve — y rara vez regresa. Sin esa corrección, los episodios suelen recurrir en semanas.","vertigo.jpg","https://puravidablog.vercel.app/","Ready"
"Dizziness Causes EN","Dizziness is one of the most common complaints in medical offices — and one of the most frequently misdiagnosed. The term covers at least four distinct phenomena: vertigo (the room spinning), presyncope (feeling faint), disequilibrium (unsteady on feet), and lightheadedness.

Each has a different cause. Vertigo is usually inner-ear related. Presyncope is often vascular. Disequilibrium points to proprioception or vestibular integration. Lightheadedness is frequently autonomic.

The common denominator in a surprising number of cases is the upper cervical spine and the occiput. These structures house or communicate with the vestibular apparatus, the vertebral arteries, and the vagus nerve — all central to balance and autonomic regulation.

SOT evaluation of the C0-C1-C2 complex, combined with cranial assessment of the temporal bone and occiput, frequently resolves dizziness that's resisted medication and vestibular therapy for years.","dizziness.jpg","https://puravidablog.vercel.app/","Ready"
"Dismenorrea ES","La dismenorrea — los cólicos menstruales severos — afecta al 50-90% de las mujeres en edad reproductiva. La medicina convencional ofrece antiinflamatorios, anticonceptivos hormonales y, en casos severos, cirugía laparoscópica.

Lo que rara vez se explora es la mecánica pélvica y el control autonómico del útero. El útero recibe inervación de T10-L2 y del plexo sacro. Cuando estas vértebras están desalineadas, el útero puede contraer de forma más intensa y menos coordinada durante la menstruación, produciendo los cólicos severos.

El CMRT dirigido a T10-L2 y la corrección sacral suelen reducir la intensidad de los cólicos en 2-3 ciclos. La técnica Webster también normaliza la posición uterina mejorando el drenaje venoso pélvico.

Muchas mujeres han vivido con dismenorrea aceptándola como ""normal"". No lo es — y hay opciones mecánicas que funcionan.","dysmenorrhea.jpg","https://puravidablog.vercel.app/","Ready"
"CMRT Adrenals EN","Adrenal fatigue isn't a formal medical diagnosis — but the pattern is unmistakable. Patients describe: exhaustion that coffee doesn't touch, a ""second wind"" at 10 PM that keeps them from falling asleep, salt cravings, low blood pressure on standing, and emotional fragility under stress.

The adrenal glands receive sympathetic innervation from T9-T12. Chronic subluxation in this region keeps the adrenals in a constantly activated state — essentially demanding they produce cortisol around the clock — until they can't keep up.

CMRT at T9-T12 combined with specific soft tissue reflex work over the adrenal points (roughly two inches above the umbilicus, two inches lateral) helps normalize the autonomic signal.

Combine that with addressing the cranial respiratory mechanism (which regulates HPA axis function through CSF flow), and patients often report a recovery of energy and resilience they hadn't felt in years.","chronic-pain.jpg","https://puravidablog.vercel.app/","Ready"
"Bruxismo Craneal ES","El bruxismo — apretar o rechinar los dientes — afecta aproximadamente al 10% de los adultos y hasta al 30% de los niños. La mayoría de los tratamientos se enfocan en férulas nocturnas, relajantes musculares o inyecciones de Botox en los maseteros.

Lo que pocos examinan: el bruxismo es frecuentemente una respuesta del sistema nervioso a una restricción craneal. Cuando el esfenoides, el temporal o el occipucio están comprimidos, el cerebro busca liberar la presión — y el apretar los dientes activa las inserciones musculares que mueven esos huesos.

Además, el bruxismo severo empeora la disfunción de la ATM en un círculo vicioso que puede durar décadas.

La Craniopatía SOT libera la restricción primaria. Una vez que el cráneo se mueve bien, el bruxismo frecuentemente disminuye o desaparece — incluso sin férula.","bruxism.jpg","https://puravidablog.vercel.app/","Ready"
"Runner's Posture EN","Runners develop injuries at rates of 50-70% per year. Most of those injuries — plantar fasciitis, IT band syndrome, runner's knee, shin splints, stress fractures — aren't caused by the tissue that hurts. They're caused by biomechanical patterns several links up the chain.

A pelvic rotation creates a functional leg length discrepancy. The shorter leg overpronates to reach the ground. Overpronation drives the tibia into internal rotation. That forces the femur to compensate, which stresses the IT band. The trunk leans to counterbalance, which overloads the opposite hip flexor and eventually strains the opposite shoulder.

This is why runners often develop pain on one side, then the opposite side, then somewhere new — each injury is a compensation for the last.

SOT evaluates the whole kinetic chain, starting with the pelvis and working up. Correct the foundation, and the downstream injuries stop appearing.","achilles.jpg","https://puravidablog.vercel.app/","Ready"
"Problemas Digestivos ES","Los problemas digestivos crónicos — síndrome del intestino irritable, estreñimiento, hinchazón, reflujo — afectan a más del 30% de los adultos en EE.UU. Los tratamientos médicos convencionales se enfocan en suprimir síntomas: antiácidos, laxantes, antiespasmódicos.

El intestino recibe inervación autonómica principalmente de T5 a L2, del nervio vago (del tallo cerebral, saliendo por el agujero yugular del cráneo), y del plexo mesentérico. Cualquier disfunción mecánica en estas rutas afecta directamente la motilidad y la secreción digestiva.

El CMRT aborda específicamente las conexiones vértebra-órgano del sistema digestivo. La Craniopatía SOT libera la compresión del nervio vago en el occipucio.

Muchos pacientes con problemas digestivos ""incurables"" por años reportan cambios notables cuando la mecánica nerviosa se restaura. No reemplaza la nutrición o el manejo del estrés, pero es frecuentemente la pieza que faltaba.","ibs.jpg","https://puravidablog.vercel.app/","Ready"
"Shockwave Therapy EN","Shockwave therapy uses high-energy acoustic waves to stimulate healing in chronic musculoskeletal injuries. It's one of the most researched modalities in physical medicine — with over 300 clinical trials supporting its use in plantar fasciitis, tennis elbow, chronic tendonitis, and bone non-unions.

The mechanism: shockwaves create controlled micro-trauma in degenerated tissue, triggering a fresh inflammatory response and angiogenesis (new blood vessel formation). The tissue that was stuck in chronic degeneration is prompted to remodel.

Unlike cortisone, which suppresses healing, shockwave accelerates it. Unlike surgery, there's no recovery period. Patients walk in, receive 5-15 minutes of treatment, and walk out.

At Pura Vida, shockwave is combined with SOT mechanical correction. Addressing the underlying biomechanical cause along with the degenerated tissue produces outcomes far beyond what either approach delivers alone.","tendonitis.jpg","https://puravidablog.vercel.app/","Ready"
"SoftWave ES","La terapia SoftWave es una generación avanzada de terapia de ondas de choque — no focalizada, electrohidráulica, que cubre áreas más grandes y estimula células madre directamente en el tejido tratado.

Los estudios muestran que SoftWave recluta células madre mesenquimales, estimula la angiogénesis (formación de nuevos vasos sanguíneos) y regula la inflamación crónica. Es especialmente efectiva para tendinopatías, fascitis plantar, codo de tenista/golfista, y problemas articulares con cartílago degradado.

A diferencia de los tratamientos invasivos, SoftWave no requiere agujas, anestesia ni tiempo de recuperación. Las sesiones duran 5-15 minutos.

En Pura Vida combinamos SoftWave con la corrección biomecánica SOT. Tratar el tejido degenerado sin corregir la carga asimétrica que lo degeneró es un error común — la tecnología avanza más rápido cuando la mecánica también se resuelve.","plantar-fasciitis.jpg","https://puravidablog.vercel.app/","Ready"
"Class IV Laser EN","Class IV laser therapy uses high-powered infrared light to penetrate deep into tissue — reaching structures up to four inches below the skin surface. At those depths, the laser energy is absorbed by mitochondria, stimulating ATP production and accelerating cellular repair.

Research supports Class IV laser for: chronic tendonitis, acute sprains, disc-related nerve pain, neuropathy, and post-surgical recovery. Unlike cold lasers, the power is high enough to produce thermal effects that further increase blood flow and reduce pain.

The treatment feels like a warm sensation — no needles, no recovery, no downtime. Most sessions last 5-10 minutes.

At Pura Vida, Class IV laser complements SOT and CMRT for acute flares, post-injury recovery, and stubborn chronic conditions where additional cellular stimulation accelerates the healing the mechanical correction has already set up.","chronic-pain.jpg","https://puravidablog.vercel.app/","Ready"
"Ondas de Choque ES","La terapia de ondas de choque ha sido usada en medicina por más de 40 años — originalmente para disolver cálculos renales, y desde los años 90 para lesiones musculoesqueléticas crónicas.

El mecanismo: ondas acústicas de alta energía crean micro-trauma controlado en tejido degenerado, desencadenando una nueva respuesta de curación. Angiogénesis, reclutamiento de células madre, y remodelación del colágeno.

Es una de las modalidades más respaldadas por evidencia para: fascitis plantar crónica, codo de tenista, tendinopatía aquilea, hombro congelado, y consolidación ósea retardada.

En Pura Vida, las ondas de choque no son un tratamiento aislado. Se combinan con la corrección SOT de la mecánica que generó la lesión en primer lugar. Tratar solo el síntoma deja intacta la causa — corregir ambos acelera la recuperación drásticamente.","plantar-fasciitis.jpg","https://puravidablog.vercel.app/","Ready"
"Infants Birth Injury EN","Birth is one of the most physically demanding events a human ever experiences. For babies, the skull compresses up to 20-30% of its diameter to pass through the birth canal. In most cases, the cranial bones unmold naturally within 48 hours.

For some infants, the unmolding is incomplete. Interventions that increase the risk include: vacuum extraction, forceps delivery, prolonged pushing stages, and emergency cesarean after labor has begun.

Hidden birth trauma shows up weeks later as: colic that doesn't respond to formula changes, persistent head-turn preference, latching problems, plagiocephaly, reflux, sleep disruption, and excessive crying.

The SOT pediatric craniopathy protocol uses contact pressures measured in grams. The corrections are so light that many parents ask ""is that all?"" — and yet the results, when the mechanical pattern is identified correctly, can be dramatic.","torticollis.jpg","https://puravidablog.vercel.app/","Ready"
"Embarazo Protocolo ES","El embarazo es un evento biomecánico extremo. En 40 semanas, el cuerpo materno cambia su centro de gravedad, aumenta el volumen sanguíneo en un 50%, produce cantidades masivas de relaxina (que afloja todos los ligamentos), y ajusta la mecánica pélvica para el parto.

Estos cambios pueden producir: dolor sacroilíaco, dolor lumbar, ciática, dolor del ligamento redondo, disfunción de la sínfisis púbica, dolores de cabeza, acidez, y presentación subóptima del bebé.

El protocolo SOT prenatal — incluyendo la Técnica Webster — aborda específicamente estos patrones. Los ajustes se realizan con bloques pélvicos modificados para acomodar el abdomen. No hay torsión forzada. Solo corrección suave y neurológicamente precisa.

Es seguro en los tres trimestres. Muchas mamás reportan menos dolor, mejor sueño, partos más cortos y bebés que se posicionan mejor cuando reciben cuidado SOT regular durante el embarazo.","pregnancy-pain.jpg","https://puravidablog.vercel.app/","Ready"
"Round Ligament EN","Round ligament pain is one of the most common and most misunderstood discomforts of pregnancy. Sharp, stabbing sensations in the lower abdomen or groin — especially with position changes, sneezes, or rolling over in bed — can be alarming.

The round ligaments attach the upper corners of the uterus to the pubic tubercles. As pregnancy progresses, they stretch dramatically — sometimes too quickly for the tissue to adapt comfortably.

What most prenatal care providers don't mention: round ligament pain is often asymmetric because the pelvis is rotated. If one side of the pelvis is tilted higher, one round ligament stretches more than the other, producing the characteristic one-sided pain.

The Webster Technique corrects the pelvic rotation that drives the asymmetric stretch. Once the pelvis is balanced, the ligaments can accommodate the growing uterus without the sharp, alarming twinges.","round-ligament-pain.jpg","https://puravidablog.vercel.app/","Ready"
"Cólico Infantil ES","El cólico infantil afecta a 1 de cada 5 bebés. Llanto inconsolable, por más de 3 horas al día, más de 3 días a la semana, durante más de 3 semanas — la definición clásica. La medicina convencional ofrece: ""pasará"", simeticona, cambios de fórmula, probióticos.

Lo que no siempre se examina: la mecánica craneal y cervical del bebé. El parto vaginal coloca una enorme presión en el occipucio y la articulación atlanto-occipital. Cuando estas áreas permanecen comprimidas, el nervio vago — que inerva el tracto digestivo — no funciona óptimamente. El resultado: motilidad intestinal alterada, gas, y el llanto característico del cólico.

La Craniopatía SOT pediátrica evalúa específicamente estas estructuras. Muchos bebés con cólico ""incurable"" mejoran notablemente después de 2-3 sesiones de corrección craneal muy suave. Sin medicación, sin fórmulas especiales.","torticollis.jpg","https://puravidablog.vercel.app/","Ready"
"Ear Infections EN","Chronic ear infections in children are one of the most common reasons for antibiotic use and, eventually, surgical placement of tympanostomy tubes. What's rarely discussed is why the infections keep coming back.

The eustachian tube drains the middle ear into the back of the throat. In children, this tube is nearly horizontal — making drainage gravity-dependent on the tube's exact angle and the mobility of the surrounding tissue.

The temporal bone houses the eustachian tube. If the temporal is rotated from birth trauma or a childhood fall, the tube angle changes and drainage suffers. Fluid accumulates, bacteria thrive, and infections recur.

SOT Craniopathy for pediatric ear infections focuses on the temporal bone and the surrounding occiput and sphenoid. Many parents report dramatic reductions in infection frequency after several gentle sessions — often avoiding tubes altogether.","torticollis.jpg","https://puravidablog.vercel.app/","Ready"
"Dolor de Hombro ES","El dolor de hombro persistente rara vez viene solo del hombro. La articulación glenohumeral depende de la posición de siete estructuras: escápula, clavícula, primera costilla, columna cervical, columna torácica, pelvis, y incluso el cráneo (a través de la cadena postural).

Los diagnósticos comunes — tendinitis del manguito rotador, bursitis subacromial, síndrome de pinzamiento — describen el síntoma pero no la causa. La causa suele ser biomecánica: una escápula protraída, una clavícula rotada, o una cabeza anterior que cambia la mecánica del hombro en cada movimiento.

SOT aborda la cadena postural completa. Cuando la pelvis se nivela, la columna se enderezarta, la escápula vuelve a su posición neutral, y el hombro tiene espacio para moverse sin impactar contra el acromion.

Muchos dolores de hombro ""crónicos"" no son crónicos — son mal diagnosticados.","shoulder-impingement.jpg","https://puravidablog.vercel.app/","Ready"
"Sleep Science EN","Sleep isn't just rest — it's the most active restorative process your brain performs. During deep sleep, cerebrospinal fluid flushes metabolic waste (including beta-amyloid, the plaque associated with Alzheimer's) from the brain through the recently-discovered glymphatic system.

That flushing depends on the cranial respiratory mechanism. The 22 bones of the skull pump subtly during sleep, driving CSF through the glymphatic channels at rates up to 60% greater than when awake.

When cranial mobility is restricted — from whiplash, prolonged dental work, head injury, or chronic stress — the glymphatic pump weakens. Sleep becomes less restorative. Over years, this contributes to cognitive decline, mood disorders, and chronic inflammatory conditions.

SOT Category I and SOT Craniopathy directly address the cranial pump. Patients commonly report deeper, more restorative sleep after just a few sessions — often the first real rest they've had in years.","insomnia.jpg","https://puravidablog.vercel.app/","Ready"
"Plantar Fasciitis ES","La fascitis plantar es la causa más común de dolor de talón en adultos. El dolor típico: agudo al dar los primeros pasos en la mañana, mejora con el movimiento, pero regresa al estar mucho tiempo de pie.

La inflamación está en la fascia plantar, pero la causa rara vez está ahí. Las causas más comunes: mecánica pronadora del pie, desequilibrio pélvico con pierna funcionalmente corta, tensión del gastrocnemio y sóleo, y disfunción sacroilíaca que cambia la carga del pie al caminar.

El tratamiento típico — plantillas, estiramientos, inyecciones de cortisona — maneja el síntoma local. La corrección SOT aborda la cadena completa desde el pie hasta la pelvis y el cráneo.

Combinado con terapia de ondas de choque sobre la fascia degenerada, la recuperación suele ser mucho más rápida que con cualquier enfoque aislado.","plantar-fasciitis.jpg","https://puravidablog.vercel.app/","Ready"
"Arthritis Truth EN","Osteoarthritis affects an estimated 32 million American adults. Imaging often shows ""bone-on-bone"" changes, and many patients are told: ""You'll need a joint replacement eventually.""

But here's the overlooked truth: osteoarthritis seen on imaging correlates only weakly with pain. Studies consistently show that 30-50% of people with significant radiographic arthritis have no symptoms at all — and some with severe pain have minimal imaging findings.

What actually drives the pain is usually: altered joint mechanics that concentrate load in one spot, muscle imbalance, inflammation from autonomic dysfunction, and often referred pain from neighboring structures.

SOT doesn't reverse the cartilage loss. But by correcting the mechanics that overload the damaged area, releasing the muscular compensations, and normalizing the autonomic inflammatory tone, it frequently reduces pain dramatically — often enough to delay or avoid joint replacement entirely.","hip-pain.jpg","https://puravidablog.vercel.app/","Ready"
